team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Atlanta Utd,Ajani Fortune,TRI,MF,20,2002,14,3,374,4.2,0,1,1,0,0,0,3,0,0.7,0.7,0.1,0.9,5,14,8,0.0,0.24,0.24,0.0,0.24,0.18,0.03,0.21,0.18,0.21
Atlanta Utd,Amar Sejdic,USA,MF,26,1996,23,14,1061,11.8,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,4,43,12,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
Atlanta Utd,Andrew Gutman,USA,DF,26,1996,18,16,1385,15.4,3,2,5,3,0,0,3,1,1.7,1.7,2.1,3.7,27,83,64,0.19,0.13,0.32,0.19,0.32,0.11,0.14,0.24,0.11,0.24
Atlanta Utd,Brad Guzan,USA,GK,38,1984,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Utd,Brooks Lennon,USA,DF,25,1997,33,32,2881,32.0,4,9,13,4,0,0,3,0,2.5,2.5,5.2,7.8,87,126,241,0.12,0.28,0.41,0.12,0.41,0.08,0.16,0.24,0.08,0.24
Atlanta Utd,Caleb Wiley,USA,"DF,FW",18,2004,30,28,2327,25.9,4,3,7,4,0,0,1,0,2.2,2.2,2.2,4.4,61,81,146,0.15,0.12,0.27,0.15,0.27,0.08,0.09,0.17,0.08,0.17
Atlanta Utd,Clément Diop,SEN,GK,29,1993,2,1,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Utd,Derrick Etienne,HAI,"FW,MF",26,1996,21,11,1042,11.6,0,1,1,0,0,0,1,0,1.4,1.4,1.4,2.8,41,38,109,0.0,0.09,0.09,0.0,0.09,0.12,0.12,0.24,0.12,0.24
Atlanta Utd,Edwin Mosquera,COL,"FW,MF",21,2001,12,4,441,4.9,3,0,3,3,0,0,4,0,1.0,1.0,0.5,1.6,36,20,65,0.61,0.0,0.61,0.61,0.61,0.21,0.11,0.32,0.21,0.32
Atlanta Utd,Erik López,PAR,"FW,MF",21,2001,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Utd,Franco Ibarra,ARG,MF,21,2001,17,15,1276,14.2,0,0,0,0,0,0,8,1,0.2,0.2,0.3,0.5,11,79,7,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Atlanta Utd,Giorgos Giakoumakis,GRE,FW,28,1994,27,21,1781,19.8,17,0,17,17,0,0,7,0,12.6,12.6,1.6,14.2,10,20,105,0.86,0.0,0.86,0.86,0.86,0.63,0.08,0.71,0.63,0.71
Atlanta Utd,Jackson Conway,USA,FW,21,2001,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.06,0.14,0.2,0.06,0.2
Atlanta Utd,Jamal Thiaré,SEN,FW,29,1993,4,0,50,0.6,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,1,3,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.72,0.72
Atlanta Utd,Juan José Sánchez,COL,DF,25,1998,28,24,2133,23.7,1,0,1,1,0,0,4,0,1.3,1.3,0.2,1.5,2,50,1,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06
Atlanta Utd,Luis Abram,PER,DF,26,1996,22,16,1456,16.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Atlanta Utd,Luiz Araújo,BRA,FW,26,1996,16,15,1269,14.1,3,1,4,3,0,1,3,1,3.1,2.3,1.4,3.7,63,68,120,0.21,0.07,0.28,0.21,0.28,0.22,0.1,0.32,0.16,0.27
Atlanta Utd,Luke Brennan,USA,MF,17,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Utd,Machop Malual,SSD,"FW,MF",24,1998,19,4,469,5.2,2,0,2,2,0,0,2,0,1.2,1.2,0.3,1.5,13,13,32,0.38,0.0,0.38,0.38,0.38,0.23,0.05,0.28,0.23,0.28
Atlanta Utd,Matheus Rossetto,BRA,MF,26,1996,30,19,1831,20.3,1,1,2,1,0,0,4,0,1.0,1.0,1.2,2.2,24,107,29,0.05,0.05,0.1,0.05,0.1,0.05,0.06,0.11,0.05,0.11
Atlanta Utd,Miguel Berry,ESP,FW,25,1997,27,10,1037,11.5,1,0,1,1,0,0,1,0,0.6,0.6,0.6,1.1,8,14,34,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.1,0.05,0.1
Atlanta Utd,Miles Robinson,USA,DF,25,1997,27,26,2367,26.3,2,1,3,2,0,0,2,0,1.5,1.5,0.4,1.9,10,79,2,0.08,0.04,0.11,0.08,0.11,0.06,0.02,0.07,0.06,0.07
Atlanta Utd,Nicolas Firmino,USA,MF,22,2001,1,0,4,0.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,0,0,0,22.5,0.0,22.5,22.5,22.5,2.8,0.84,3.64,2.8,3.64
Atlanta Utd,Noah Cobb,USA,DF,17,2005,3,2,196,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Utd,Osvaldo Alonso,CUB,MF,37,1985,7,0,97,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,9,1,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
Atlanta Utd,Quentin Westberg,USA,GK,36,1986,6,6,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Utd,Ronald Hernández,VEN,DF,25,1997,10,8,700,7.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,10,41,26,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Atlanta Utd,Saba Lobzhanidze,GEO,FW,28,1994,9,6,464,5.2,3,4,7,3,0,0,0,0,1.8,1.8,1.7,3.5,25,13,57,0.58,0.78,1.36,0.58,1.36,0.34,0.33,0.67,0.34,0.67
Atlanta Utd,Santiago Sosa,ARG,MF,23,1999,17,11,918,10.2,0,1,1,0,0,0,3,0,0.7,0.7,0.2,0.9,8,66,8,0.0,0.1,0.1,0.0,0.1,0.07,0.02,0.09,0.07,0.09
Atlanta Utd,Thiago Almada,ARG,MF,21,2001,31,31,2728,30.3,11,16,27,9,2,3,6,1,9.5,7.2,13.2,20.3,131,291,170,0.36,0.53,0.89,0.3,0.82,0.31,0.43,0.75,0.24,0.67
Atlanta Utd,Tristan Muyumba,,MF,25,1997,10,9,815,9.1,1,1,2,1,0,0,3,0,1.1,1.1,0.6,1.7,9,48,17,0.11,0.11,0.22,0.11,0.22,0.12,0.07,0.19,0.12,0.19
Atlanta Utd,Tyler Wolff,USA,"FW,MF",19,2003,18,6,649,7.2,5,1,6,5,0,0,3,0,2.5,2.5,0.8,3.3,14,24,43,0.69,0.14,0.83,0.69,0.83,0.35,0.12,0.46,0.35,0.46
Atlanta Utd,Xande Silva,POR,FW,25,1997,10,8,635,7.1,2,2,4,2,0,0,1,0,1.4,1.4,2.0,3.4,29,25,66,0.28,0.28,0.57,0.28,0.57,0.19,0.28,0.47,0.19,0.47
Austin,Adam Lundqvist,SWE,"DF,MF",28,1994,23,8,863,9.6,0,2,2,0,0,0,2,0,0.3,0.3,0.8,1.1,13,28,55,0.0,0.21,0.21,0.0,0.21,0.03,0.08,0.11,0.03,0.11
Austin,Aleksandar Radovanović,SRB,DF,29,1993,7,4,351,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,15,0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Austin,Alexander Ring,FIN,"DF,MF",31,1991,28,25,2153,23.9,2,1,3,2,0,0,3,0,1.5,1.5,2.9,4.4,20,143,40,0.08,0.04,0.13,0.08,0.13,0.06,0.12,0.18,0.06,0.18
Austin,Brad Stuver,USA,GK,31,1991,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin,CJ Fodrey,USA,"DF,FW",18,2004,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52
Austin,Daniel Pereira,VEN,MF,22,2000,32,29,2525,28.1,0,5,5,0,0,0,9,1,0.4,0.4,1.9,2.3,51,162,44,0.0,0.18,0.18,0.0,0.18,0.01,0.07,0.08,0.01,0.08
Austin,Diego Fagúndez,URU,"FW,MF",27,1995,19,14,1022,11.4,2,1,3,2,0,0,1,0,1.4,1.4,1.3,2.8,18,42,84,0.18,0.09,0.26,0.18,0.26,0.13,0.12,0.24,0.13,0.24
Austin,Emiliano Rigoni,ARG,"FW,MF",29,1993,33,25,2191,24.3,5,4,9,5,0,0,3,0,5.6,5.6,4.7,10.3,59,55,171,0.21,0.16,0.37,0.21,0.37,0.23,0.19,0.42,0.23,0.42
Austin,Ethan Finlay,USA,"FW,MF",32,1990,34,20,1694,18.8,5,3,8,5,0,0,2,0,4.0,4.0,1.8,5.8,24,36,148,0.27,0.16,0.43,0.27,0.43,0.21,0.1,0.31,0.21,0.31
Austin,Gyasi Zardes,USA,FW,31,1991,28,17,1465,16.3,6,2,8,6,0,0,3,0,5.0,5.0,1.8,6.7,15,27,62,0.37,0.12,0.49,0.37,0.49,0.31,0.11,0.41,0.31,0.41
Austin,Hector Jiménez,USA,MF,34,1988,2,1,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2
Austin,Jhojan Valencia,COL,MF,26,1996,27,16,1432,15.9,0,1,1,0,0,0,4,0,0.3,0.3,0.5,0.8,5,63,11,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.05,0.02,0.05
Austin,Jon Gallagher,IRL,"DF,MF",26,1996,34,31,2788,31.0,5,4,9,5,0,0,4,0,2.5,2.5,4.5,6.9,95,112,215,0.16,0.13,0.29,0.16,0.29,0.08,0.14,0.22,0.08,0.22
Austin,Julio Cascante,CRC,DF,29,1993,24,24,2063,22.9,2,2,4,2,0,0,5,0,1.8,1.8,0.6,2.5,9,86,2,0.09,0.09,0.17,0.09,0.17,0.08,0.03,0.11,0.08,0.11
Austin,Kipp Keller,USA,DF,22,2000,7,3,439,4.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,9,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Austin,Leo Väisänen,FIN,DF,25,1997,21,20,1762,19.6,1,1,2,1,0,0,4,0,1.1,1.1,0.5,1.6,4,54,0,0.05,0.05,0.1,0.05,0.1,0.05,0.03,0.08,0.05,0.08
Austin,Matt Hedges,USA,DF,32,1990,6,3,307,3.4,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,0,8,1,0.29,0.0,0.29,0.29,0.29,0.08,0.03,0.11,0.08,0.11
Austin,Maximiliano Urruti,ARG,FW,31,1991,25,10,971,10.8,1,0,1,1,0,0,3,0,2.9,2.9,0.2,3.1,11,16,29,0.09,0.0,0.09,0.09,0.09,0.27,0.02,0.29,0.27,0.29
Austin,Memo Rodriguez,USA,"FW,MF",27,1995,9,2,240,2.7,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.2,4,8,14,0.0,0.0,0.0,0.0,0.0,0.33,0.1,0.43,0.33,0.43
Austin,Nick Lima,USA,DF,28,1994,33,25,2426,27.0,1,3,4,1,0,0,6,0,0.9,0.9,3.9,4.8,38,104,82,0.04,0.11,0.15,0.04,0.15,0.03,0.14,0.18,0.03,0.18
Austin,Owen Wolff,USA,MF,18,2004,27,21,1882,20.9,2,2,4,2,0,0,3,0,0.8,0.8,0.9,1.7,31,78,51,0.1,0.1,0.19,0.1,0.19,0.04,0.04,0.08,0.04,0.08
Austin,Rodney Redes,PAR,"MF,FW",22,2000,11,5,482,5.4,1,1,2,1,0,0,3,1,0.6,0.6,1.1,1.6,10,13,46,0.19,0.19,0.37,0.19,0.37,0.1,0.2,0.31,0.1,0.31
Austin,Sebastián Driussi,ARG,"MF,FW",26,1996,28,26,2306,25.6,11,4,15,9,2,2,1,0,10.3,8.8,3.9,12.7,71,134,135,0.43,0.16,0.59,0.35,0.51,0.4,0.15,0.56,0.34,0.5
Austin,Sofiane Djeffal,FRA,MF,23,1999,7,3,314,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,13,7,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07
Austin,Will Bruin,USA,FW,33,1989,19,2,353,3.9,3,1,4,3,0,0,2,0,2.1,2.1,0.3,2.4,1,4,10,0.76,0.25,1.02,0.76,1.02,0.54,0.07,0.61,0.54,0.61
Austin,Žan Kolmanič,SVN,DF,22,2000,6,6,427,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,19,23,18,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
CF Montréal,Aaron Herrera,GUA,"DF,MF",25,1997,19,16,1407,15.6,0,2,2,0,0,0,3,0,0.6,0.6,1.5,2.1,29,69,64,0.0,0.13,0.13,0.0,0.13,0.04,0.1,0.13,0.04,0.13
CF Montréal,Ahmed Hamdi,EGY,"MF,FW",24,1998,13,4,474,5.3,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,13,23,16,0.19,0.0,0.19,0.19,0.19,0.07,0.08,0.15,0.07,0.15
CF Montréal,Ariel Lassiter,CRC,"DF,MF",28,1994,25,17,1597,17.7,1,2,3,1,0,1,3,0,3.4,2.6,2.4,5.0,55,60,138,0.06,0.11,0.17,0.06,0.17,0.19,0.14,0.32,0.14,0.28
CF Montréal,Bryce Duke,USA,"MF,FW",21,2001,26,20,1465,16.3,2,1,3,2,0,0,2,0,1.7,1.7,2.8,4.5,38,80,84,0.12,0.06,0.18,0.12,0.18,0.1,0.17,0.28,0.1,0.28
CF Montréal,Chinonso Offor,NGA,FW,22,2000,30,14,1514,16.8,4,0,4,4,0,0,3,0,5.2,5.2,1.0,6.2,13,19,77,0.24,0.0,0.24,0.24,0.24,0.31,0.06,0.37,0.31,0.37
CF Montréal,Fernando Álvarez,COL,DF,19,2003,4,2,254,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,16,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
CF Montréal,Gabriele Corbo,ITA,DF,23,2000,28,25,2285,25.4,0,1,1,0,0,0,6,0,0.6,0.6,0.6,1.2,14,114,23,0.0,0.04,0.04,0.0,0.04,0.02,0.02,0.05,0.02,0.05
CF Montréal,George Campbell,USA,DF,21,2001,26,21,1854,20.6,1,2,3,1,0,0,5,0,0.5,0.5,0.2,0.7,24,94,11,0.05,0.1,0.15,0.05,0.15,0.02,0.01,0.03,0.02,0.03
CF Montréal,Ilias Iliadis,GRE,"DF,MF",21,2001,6,4,251,2.8,0,0,0,0,0,0,3,1,0.1,0.1,0.2,0.4,3,5,10,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
CF Montréal,James Pantemis,CAN,GK,25,1997,2,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Montréal,Joel Waterman,CAN,DF,27,1996,28,27,2373,26.4,1,1,2,1,0,0,8,1,1.0,1.0,0.9,1.9,18,130,13,0.04,0.04,0.08,0.04,0.08,0.04,0.03,0.07,0.04,0.07
CF Montréal,Jojea Kwizera,CGO,DF,24,1999,4,1,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,6,16,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
CF Montréal,Jonathan Sirois,CAN,GK,21,2001,33,32,2888,32.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Montréal,Jules-Anthony Vilsaint,CAN,FW,20,2003,11,4,410,4.6,1,1,2,1,0,0,0,0,1.7,1.7,0.5,2.2,11,9,28,0.22,0.22,0.44,0.22,0.44,0.36,0.12,0.48,0.36,0.48
CF Montréal,Kamal Miller,CAN,DF,25,1997,6,6,474,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Montréal,Kwadwo Opoku,GHA,FW,21,2001,12,12,928,10.3,4,1,5,4,0,0,0,0,3.6,3.6,2.1,5.7,30,25,73,0.39,0.1,0.48,0.39,0.48,0.35,0.2,0.55,0.35,0.55
CF Montréal,Lassi Lappalainen,FIN,"DF,FW",24,1998,21,13,1034,11.5,2,3,5,2,0,0,0,0,2.2,2.2,1.6,3.7,42,37,78,0.17,0.26,0.44,0.17,0.44,0.19,0.14,0.33,0.19,0.33
CF Montréal,Mason Toye,USA,FW,24,1998,14,8,676,7.5,3,0,3,3,0,0,0,0,2.1,2.1,0.4,2.5,7,9,46,0.4,0.0,0.4,0.4,0.4,0.28,0.05,0.33,0.28,0.33
CF Montréal,Mathieu Choiniere,CAN,"MF,DF",23,1999,28,27,2432,27.0,5,2,7,4,1,1,4,0,3.3,2.5,4.8,7.3,61,129,137,0.19,0.07,0.26,0.15,0.22,0.12,0.18,0.3,0.09,0.27
CF Montréal,Matko Miljevic,USA,"MF,FW",21,2001,8,0,131,1.5,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.6,2,9,14,0.0,0.69,0.69,0.0,0.69,0.22,0.17,0.39,0.22,0.39
CF Montréal,Nathan-Dylan Saliba,CAN,MF,18,2004,28,20,1771,19.7,0,0,0,0,0,0,3,0,1.0,1.0,0.4,1.4,28,80,46,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
CF Montréal,Ousman jabang,USA,DF,21,2001,3,1,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,0.24,0.14,0.24
CF Montréal,Rida Zouhir,CAN,"MF,FW",19,2003,5,1,221,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,5,5,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
CF Montréal,Romell Quioto,HON,FW,31,1991,13,10,797,8.9,3,1,4,2,1,1,2,0,3.1,2.3,0.6,2.9,23,20,64,0.34,0.11,0.45,0.23,0.34,0.35,0.06,0.42,0.26,0.33
CF Montréal,Rudy Camacho,FRA,"DF,MF",31,1991,20,19,1610,17.9,1,0,1,1,0,0,5,1,0.6,0.6,0.1,0.6,5,51,6,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.04,0.03,0.04
CF Montréal,Róbert Þorkelsson,ISL,DF,20,2002,9,2,226,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF Montréal,Samuel Piette,CAN,MF,28,1994,16,14,1093,12.1,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.4,2,50,7,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
CF Montréal,Sean Rea,CAN,"MF,FW",20,2002,15,7,745,8.3,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.8,16,20,53,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
CF Montréal,Sunusi Ibrahim,NGA,"FW,MF",20,2002,25,11,1173,13.0,3,3,6,3,0,0,0,0,4.9,4.9,2.6,7.5,26,23,101,0.23,0.23,0.46,0.23,0.46,0.37,0.2,0.57,0.37,0.57
CF Montréal,Victor Wanyama,KEN,MF,31,1991,25,20,1789,19.9,0,0,0,0,0,0,6,0,0.8,0.8,0.3,1.1,11,89,16,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06
CF Montréal,Zachary Brault-Guillard,CAN,"DF,MF",24,1998,24,14,1308,14.5,1,1,2,1,0,0,0,0,1.4,1.4,3.1,4.4,27,49,123,0.07,0.07,0.14,0.07,0.14,0.09,0.21,0.3,0.09,0.3
Charlotte,Adilson Malanda,FRA,DF,21,2001,29,29,2565,28.5,0,1,1,0,0,0,5,0,0.8,0.8,0.6,1.3,3,80,7,0.0,0.04,0.04,0.0,0.04,0.03,0.02,0.05,0.03,0.05
Charlotte,Andre Shinyashiki,BRA,"MF,FW",27,1995,5,2,192,2.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,10,13,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19
Charlotte,Andrew Privett,USA,DF,22,2000,12,11,1044,11.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,48,4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Charlotte,Ashley Westwood,ENG,MF,32,1990,29,29,2527,28.1,3,2,5,3,0,0,6,0,0.9,0.9,3.1,4.1,19,220,67,0.11,0.07,0.18,0.11,0.18,0.03,0.11,0.14,0.03,0.14
Charlotte,Ben Bender,USA,"MF,FW",21,2001,17,11,906,10.1,3,2,5,3,0,0,1,0,1.5,1.5,1.3,2.7,25,49,94,0.3,0.2,0.5,0.3,0.5,0.15,0.13,0.27,0.15,0.27
Charlotte,Bill Tuiloma,NZL,DF,27,1995,17,15,1353,15.0,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,2,60,3,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
Charlotte,Brandon Cambridge,USA,"FW,DF",20,2002,9,0,136,1.5,2,0,2,2,0,0,0,0,0.8,0.8,0.0,0.8,9,0,20,1.32,0.0,1.32,1.32,1.32,0.53,0.0,0.53,0.53,0.53
Charlotte,Brandt Bronico,USA,MF,27,1995,32,30,2590,28.8,1,1,2,1,0,0,5,0,1.3,1.3,1.8,3.1,48,126,111,0.03,0.03,0.07,0.03,0.07,0.05,0.06,0.11,0.05,0.11
Charlotte,Brecht Dejaegere,BEL,"FW,MF",31,1991,9,7,481,5.3,1,0,1,1,0,0,0,0,1.1,1.1,0.6,1.7,16,27,39,0.19,0.0,0.19,0.19,0.19,0.21,0.1,0.31,0.21,0.31
Charlotte,Chris Hegardt,USA,"FW,MF",21,2002,4,0,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
Charlotte,Derrick Jones,USA,"MF,DF",25,1997,28,20,1847,20.5,0,0,0,0,0,0,11,0,1.9,1.9,0.1,2.0,15,54,28,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.09,0.1
Charlotte,Enzo Copetti,ARG,FW,27,1996,26,23,1982,22.0,6,1,7,5,1,1,7,0,5.9,5.1,1.6,6.7,21,32,152,0.27,0.05,0.32,0.23,0.27,0.27,0.07,0.34,0.23,0.3
Charlotte,George Marks,USA,GK,23,1999,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte,Guzmán Corujo,URU,DF,26,1996,6,5,354,3.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Charlotte,Hamady Diop,SEN,"DF,MF",20,2002,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte,Harrison Afful,GHA,DF,36,1986,15,11,951,10.6,0,1,1,0,0,0,3,0,0.2,0.2,0.7,0.8,14,50,11,0.0,0.09,0.09,0.0,0.09,0.02,0.06,0.08,0.02,0.08
Charlotte,Jan Sobociński,POL,DF,23,1999,13,6,644,7.2,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,1,19,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Charlotte,Jaylin Lindsey,USA,DF,22,2000,21,15,1305,14.5,1,2,3,1,0,0,3,0,1.0,1.0,1.0,2.1,19,65,31,0.07,0.14,0.21,0.07,0.21,0.07,0.07,0.14,0.07,0.14
Charlotte,Jere Uronen,FIN,DF,28,1994,9,7,608,6.8,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,6,34,19,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
Charlotte,Joseph Mora,CRC,DF,30,1993,4,2,191,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
Charlotte,Justin Meram,IRQ,"FW,MF",34,1988,25,13,1331,14.8,4,4,8,4,0,0,3,0,2.6,2.6,2.8,5.3,39,68,119,0.27,0.27,0.54,0.27,0.54,0.18,0.19,0.36,0.18,0.36
Charlotte,Kamil Jóźwiak,POL,"FW,MF",24,1998,25,15,1378,15.3,2,5,7,2,0,0,5,0,1.5,1.5,2.6,4.1,52,51,114,0.13,0.33,0.46,0.13,0.46,0.1,0.17,0.26,0.1,0.26
Charlotte,Karol Świderski,POL,"FW,MF",26,1997,31,29,2416,26.8,12,4,16,8,4,4,7,0,11.8,8.7,3.7,12.4,32,69,165,0.45,0.15,0.6,0.3,0.45,0.44,0.14,0.58,0.32,0.46
Charlotte,Kerwin Vargas,COL,"FW,MF",21,2002,29,18,1489,16.5,4,3,7,4,0,0,4,0,1.6,1.6,3.6,5.2,47,65,171,0.24,0.18,0.42,0.24,0.42,0.1,0.22,0.31,0.1,0.31
Charlotte,Kristijan Kahlina,CRO,GK,30,1992,24,24,2160,24.0,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01
Charlotte,McKinze Gaines,USA,"FW,MF",24,1998,18,8,738,8.2,1,1,2,1,0,0,3,0,0.5,0.5,1.7,2.1,28,19,67,0.12,0.12,0.24,0.12,0.24,0.06,0.2,0.26,0.06,0.26
Charlotte,Nathan Byrne,ENG,DF,30,1992,31,29,2599,28.9,0,1,1,0,0,0,7,0,0.4,0.4,0.5,0.9,40,146,50,0.0,0.03,0.03,0.0,0.03,0.01,0.02,0.03,0.01,0.03
