team,player,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
NY Red Bulls,Julian Hall,USA,FW,14,2008,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY Red Bulls,Kyle Duncan,USA,DF,25,1997,25,19,1848,20.5,0,2,2,0,0,0,11,0,0.8,0.8,3.2,4.0,56,50,85,0.0,0.1,0.1,0.0,0.1,0.04,0.15,0.19,0.04,0.19
NY Red Bulls,Lewis Morgan,SCO,"MF,FW",26,1996,5,3,298,3.3,0,0,0,0,0,0,0,0,1.4,1.4,0.4,1.7,7,10,26,0.0,0.0,0.0,0.0,0.0,0.41,0.11,0.52,0.41,0.52
NY Red Bulls,Luquinhas,BRA,"MF,FW",26,1996,26,23,2002,22.2,3,2,5,3,0,0,0,0,3.5,3.5,2.6,6.1,67,83,115,0.13,0.09,0.22,0.13,0.22,0.16,0.12,0.27,0.16,0.27
NY Red Bulls,Matt Nocita,USA,DF,22,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
NY Red Bulls,O'Vonte Mullings,CAN,"MF,DF",22,2000,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
NY Red Bulls,Omir Fernandez,USA,"MF,FW",23,1999,30,22,1745,19.4,6,3,9,4,2,2,2,0,5.8,4.2,2.4,6.6,39,46,105,0.31,0.15,0.46,0.21,0.36,0.3,0.12,0.42,0.22,0.34
NY Red Bulls,Peter Stroud,USA,MF,20,2002,25,9,1020,11.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,18,36,25,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
NY Red Bulls,Ronald Donkor,MLI,"MF,DF",18,2004,3,0,47,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,5,0.0,1.91,1.91,0.0,1.91,0.0,0.28,0.28,0.0,0.28
NY Red Bulls,Sean Nealis,USA,DF,26,1997,31,31,2716,30.2,1,1,2,1,0,0,10,1,1.7,1.7,0.2,1.9,6,67,9,0.03,0.03,0.07,0.03,0.07,0.06,0.01,0.06,0.06,0.06
NY Red Bulls,Tom Barlow,USA,FW,27,1995,34,20,1841,20.5,3,2,5,3,0,0,4,0,6.9,6.9,1.8,8.7,19,36,102,0.15,0.1,0.24,0.15,0.24,0.34,0.09,0.42,0.34,0.42
NY Red Bulls,Wikelman Carmona,VEN,"FW,MF",19,2003,17,6,666,7.4,1,0,1,1,0,0,0,0,1.3,1.3,0.6,1.9,13,19,53,0.14,0.0,0.14,0.14,0.14,0.17,0.08,0.25,0.17,0.25
NYCFC,Alfredo Morales,USA,MF,32,1990,22,11,1164,12.9,0,1,1,0,0,0,3,0,0.6,0.6,0.2,0.8,10,47,11,0.0,0.08,0.08,0.0,0.08,0.04,0.02,0.06,0.04,0.06
NYCFC,Alonso Martínez,CRC,"FW,DF",24,1998,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
NYCFC,Andres Jasson,USA,FW,21,2002,21,9,810,9.0,3,1,4,3,0,0,3,0,2.3,2.3,1.3,3.6,31,19,79,0.33,0.11,0.44,0.33,0.44,0.25,0.15,0.4,0.25,0.4
NYCFC,Andrés Perea,USA,MF,22,2000,10,8,773,8.6,1,0,1,1,0,0,5,0,1.6,1.6,0.9,2.5,13,37,22,0.12,0.0,0.12,0.12,0.12,0.18,0.11,0.29,0.18,0.29
NYCFC,Birk Risa,NOR,DF,24,1998,10,10,860,9.6,0,1,1,0,0,0,1,0,0.1,0.1,0.1,0.2,6,35,1,0.0,0.1,0.1,0.0,0.1,0.01,0.02,0.03,0.01,0.03
NYCFC,Braian Cufré,ARG,DF,26,1996,25,22,1866,20.7,2,3,5,2,0,0,6,1,1.3,1.3,3.5,4.8,28,65,125,0.1,0.14,0.24,0.1,0.24,0.06,0.17,0.23,0.06,0.23
NYCFC,Gabe Segal,USA,FW,21,2001,10,4,418,4.6,2,0,2,2,0,0,0,0,2.0,2.0,0.5,2.4,1,6,32,0.43,0.0,0.43,0.43,0.43,0.42,0.1,0.52,0.42,0.52
NYCFC,Gabriel Pereira,BRA,"FW,MF",21,2001,22,18,1539,17.1,6,3,9,6,0,0,2,0,4.4,4.4,3.8,8.2,42,68,154,0.35,0.18,0.53,0.35,0.53,0.26,0.22,0.48,0.26,0.48
NYCFC,James Sands,USA,"MF,DF",22,2000,26,24,2166,24.1,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.8,15,107,12,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
NYCFC,Julián Fernández,ARG,"FW,MF",19,2004,9,2,323,3.6,2,0,2,2,0,0,1,0,1.1,1.1,0.7,1.8,15,30,48,0.56,0.0,0.56,0.56,0.56,0.3,0.21,0.51,0.3,0.51
NYCFC,Justin Haak,USA,"DF,MF",21,2001,14,10,911,10.1,1,0,1,1,0,0,3,0,0.1,0.1,0.1,0.2,9,38,4,0.1,0.0,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
NYCFC,Keaton Parks,USA,MF,25,1997,32,30,2509,27.9,2,2,4,2,0,0,5,0,3.3,3.3,2.2,5.4,42,181,62,0.07,0.07,0.14,0.07,0.14,0.12,0.08,0.2,0.12,0.2
NYCFC,Kevin O'Toole,USA,"DF,MF",24,1998,21,12,1198,13.3,0,0,0,0,0,0,3,0,0.4,0.4,1.3,1.6,21,56,87,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
NYCFC,Luis Barraza,USA,GK,26,1996,24,24,2160,24.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCFC,Matt Freese,USA,GK,24,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCFC,Matías Pellegrini,ARG,"FW,MF",22,2000,24,14,1149,12.8,1,1,2,1,0,0,8,0,1.2,1.2,3.0,4.2,26,41,93,0.08,0.08,0.16,0.08,0.16,0.09,0.23,0.32,0.09,0.32
NYCFC,Maxime Chanot,LUX,DF,33,1989,19,19,1710,19.0,1,0,1,1,0,0,5,0,2.1,2.1,0.0,2.1,8,48,1,0.05,0.0,0.05,0.05,0.05,0.11,0.0,0.11,0.11,0.11
NYCFC,Maximiliano Moralez,ARG,"MF,FW",35,1987,4,4,314,3.5,0,0,0,0,0,0,0,0,0.7,0.7,1.1,1.7,8,41,36,0.0,0.0,0.0,0.0,0.0,0.19,0.3,0.5,0.19,0.5
NYCFC,Mitja Ilenič,SVN,DF,18,2004,22,13,1192,13.2,0,2,2,0,0,0,5,0,0.3,0.3,1.1,1.4,18,46,81,0.0,0.15,0.15,0.0,0.15,0.02,0.08,0.1,0.02,0.1
NYCFC,Monsef Bakrar,ALG,FW,22,2001,10,10,754,8.4,3,0,3,3,0,1,0,0,5.8,5.2,0.3,5.5,10,11,44,0.36,0.0,0.36,0.36,0.36,0.69,0.04,0.73,0.62,0.66
NYCFC,Nico Benalcázar,USA,MF,21,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYCFC,Richy Ledezma,USA,"MF,FW",22,2000,23,14,1187,13.2,0,4,4,0,0,0,3,0,2.8,2.8,2.5,5.3,25,85,74,0.0,0.3,0.3,0.0,0.3,0.21,0.19,0.4,0.21,0.4
NYCFC,Santiago Rodríguez,URU,"MF,FW",23,2000,31,28,2580,28.7,5,5,10,4,1,2,9,0,4.9,3.3,6.2,9.6,90,158,173,0.17,0.17,0.35,0.14,0.31,0.17,0.22,0.39,0.12,0.33
NYCFC,Stephen Turnbull,USA,"DF,MF",24,1998,11,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,10,19,35,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.15,0.01,0.15
NYCFC,Talles Magno,BRA,FW,20,2002,30,20,1907,21.2,4,2,6,4,0,0,1,0,6.2,6.2,2.8,9.0,75,77,181,0.19,0.09,0.28,0.19,0.28,0.29,0.13,0.43,0.29,0.43
NYCFC,Tayvon Gray,USA,DF,20,2002,28,24,2044,22.7,0,1,1,0,0,0,4,0,0.1,0.1,0.3,0.4,32,91,32,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02
NYCFC,Thiago,BRA,"FW,MF",22,2000,4,1,137,1.5,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,1,0,12,0.66,0.0,0.66,0.66,0.66,0.2,0.09,0.28,0.2,0.28
NYCFC,Thiago Martins,BRA,DF,27,1995,26,24,2186,24.3,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,14,89,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
NYCFC,Tony Alfaro,USA,DF,29,1993,6,4,376,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,6,23,5,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
Nashville,Alex Muyl,USA,"MF,DF",27,1995,32,23,2039,22.7,1,0,1,1,0,0,4,0,1.6,1.6,0.9,2.5,25,67,100,0.04,0.0,0.04,0.04,0.04,0.07,0.04,0.11,0.07,0.11
Nashville,Aníbal Godoy,PAN,MF,32,1990,23,19,1664,18.5,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.1,16,101,20,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
Nashville,Brian Anunga,CMR,MF,26,1996,16,5,566,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,20,7,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02
Nashville,C.J. Sapong,USA,FW,34,1988,8,4,382,4.2,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,2,12,23,0.0,0.0,0.0,0.0,0.0,0.22,0.01,0.22,0.22,0.22
Nashville,Daniel Lovitz,USA,DF,31,1991,32,32,2843,31.6,0,4,4,0,0,0,8,2,0.8,0.8,3.7,4.5,44,148,80,0.0,0.13,0.13,0.0,0.13,0.02,0.12,0.14,0.02,0.14
Nashville,Dax McCarty,USA,MF,35,1987,27,23,1891,21.0,1,1,2,1,0,0,7,0,0.5,0.5,1.2,1.7,15,121,15,0.05,0.05,0.1,0.05,0.1,0.02,0.05,0.08,0.02,0.08
Nashville,Elliot Panicco,USA,GK,26,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nashville,Ethan Zubak,USA,FW,24,1998,9,0,141,1.6,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,3,4,14,0.0,0.0,0.0,0.0,0.0,0.26,0.07,0.33,0.26,0.33
Nashville,Fafà Picault,HAI,"FW,MF",31,1991,27,19,1618,18.0,5,1,6,5,0,0,5,1,3.9,3.9,1.8,5.7,42,25,131,0.28,0.06,0.33,0.28,0.33,0.22,0.1,0.32,0.22,0.32
Nashville,Hany Mukhtar,GER,"FW,MF",27,1995,34,30,2835,31.5,15,9,24,10,5,5,6,0,13.9,10.2,9.3,19.5,101,135,202,0.48,0.29,0.76,0.32,0.6,0.44,0.29,0.74,0.32,0.62
Nashville,Jack Maher,USA,DF,23,1999,32,32,2880,32.0,1,0,1,1,0,0,3,0,1.0,1.0,0.4,1.4,1,61,2,0.03,0.0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04
Nashville,Jacob Shaffelburg,CAN,"FW,MF",23,1999,28,15,1315,14.6,3,1,4,3,0,0,1,0,4.1,4.1,2.5,6.6,45,30,125,0.21,0.07,0.27,0.21,0.27,0.28,0.17,0.45,0.28,0.45
Nashville,Joe Willis,USA,GK,34,1988,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nashville,Josh Bauer,USA,DF,24,1998,10,4,518,5.8,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,1,11,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Nashville,Ján Greguš,SVK,MF,32,1991,15,1,223,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,31,3,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
Nashville,Lukas MacNaughton,CAN,DF,27,1995,14,13,1075,11.9,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.5,3,8,1,0.08,0.0,0.08,0.08,0.08,0.12,0.01,0.13,0.12,0.13
Nashville,Luke Haakenson,USA,"MF,FW",25,1997,14,2,272,3.0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,2,2,16,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.12,0.07,0.12
Nashville,Randall Leal,CRC,"MF,FW",26,1997,21,15,1144,12.7,3,0,3,3,0,0,3,0,1.6,1.6,3.3,4.9,24,62,56,0.24,0.0,0.24,0.24,0.24,0.12,0.26,0.39,0.12,0.39
Nashville,Sam Surridge,ENG,FW,24,1998,9,6,499,5.5,2,0,2,2,0,0,1,0,2.1,2.1,0.9,3.0,10,12,25,0.36,0.0,0.36,0.36,0.36,0.38,0.16,0.54,0.38,0.54
Nashville,Sean Davis,USA,MF,29,1993,32,21,1869,20.8,0,1,1,0,0,0,0,0,0.8,0.8,0.3,1.0,4,85,17,0.0,0.05,0.05,0.0,0.05,0.04,0.01,0.05,0.04,0.05
Nashville,Shaquell Moore,USA,DF,26,1996,32,31,2771,30.8,0,4,4,0,0,0,4,1,0.3,0.3,3.0,3.3,67,106,128,0.0,0.13,0.13,0.0,0.13,0.01,0.1,0.11,0.01,0.11
Nashville,Taylor Washington,USA,"DF,MF",29,1993,22,3,483,5.4,1,0,1,1,0,0,7,1,0.4,0.4,0.0,0.4,11,18,18,0.19,0.0,0.19,0.19,0.19,0.07,0.0,0.07,0.07,0.07
Nashville,Teal Bunbury,USA,FW,32,1990,31,20,1648,18.3,3,1,4,3,0,0,7,0,6.3,6.3,1.2,7.6,19,20,113,0.16,0.05,0.22,0.16,0.22,0.35,0.07,0.41,0.35,0.41
Nashville,Walker Zimmerman,USA,DF,29,1993,24,22,1841,20.5,2,1,3,2,0,0,5,1,1.6,1.6,1.4,3.0,0,43,17,0.1,0.05,0.15,0.1,0.15,0.08,0.07,0.15,0.08,0.15
New England,Andrew Farrell,USA,DF,30,1992,23,21,1931,21.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,68,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
New England,Ben Sweat,USA,DF,31,1991,10,3,330,3.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,9,14,11,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05
New England,Bobby Wood,USA,FW,30,1992,29,19,1483,16.5,7,5,12,7,0,0,4,0,5.4,5.4,0.9,6.2,10,22,87,0.42,0.3,0.73,0.42,0.73,0.33,0.05,0.38,0.33,0.38
New England,Brandon Bye,USA,DF,27,1995,19,19,1665,18.5,2,1,3,2,0,0,1,0,1.6,1.6,2.4,4.1,49,70,93,0.11,0.05,0.16,0.11,0.16,0.09,0.13,0.22,0.09,0.22
New England,Carles Gil,ESP,MF,30,1992,32,29,2620,29.1,11,8,19,9,2,2,4,0,7.6,6.0,8.9,14.9,140,302,172,0.38,0.27,0.65,0.31,0.58,0.26,0.31,0.57,0.21,0.51
New England,Christian Makoun,VEN,"DF,MF",22,2000,9,5,488,5.4,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,7,27,6,0.0,0.18,0.18,0.0,0.18,0.04,0.06,0.1,0.04,0.1
New England,Damien Rivera,CRC,"FW,MF",20,2002,7,2,182,2.0,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.8,7,5,18,0.0,0.0,0.0,0.0,0.0,0.32,0.1,0.42,0.32,0.42
New England,David Romney,USA,DF,29,1993,34,34,3060,34.0,1,1,2,1,0,0,1,0,1.0,1.0,1.2,2.2,3,86,4,0.03,0.03,0.06,0.03,0.06,0.03,0.04,0.07,0.03,0.07
New England,DeJuan Jones,USA,DF,25,1997,25,24,2165,24.1,1,5,6,1,0,0,3,0,1.8,1.8,2.4,4.2,85,103,131,0.04,0.21,0.25,0.04,0.25,0.07,0.1,0.17,0.07,0.17
New England,Dylan Borrero,COL,"FW,MF",21,2002,8,7,510,5.7,2,0,2,2,0,0,2,1,1.0,1.0,0.6,1.6,28,22,52,0.35,0.0,0.35,0.35,0.35,0.17,0.11,0.29,0.17,0.29
New England,Earl Edwards Jr.,USA,GK,31,1992,10,10,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New England,Emmanuel Boateng,GHA,"FW,MF",29,1994,27,16,1437,16.0,2,2,4,2,0,0,1,0,3.3,3.3,3.0,6.3,46,43,148,0.13,0.13,0.25,0.13,0.25,0.21,0.19,0.39,0.21,0.39
New England,Esmir Bajraktarevic,USA,"FW,MF",17,2005,13,5,495,5.5,0,0,0,0,0,0,0,0,1.8,1.8,0.2,2.0,21,11,34,0.0,0.0,0.0,0.0,0.0,0.33,0.03,0.36,0.33,0.36
New England,Giacomo Vrioni,ALB,FW,24,1998,29,13,1312,14.6,6,1,7,6,0,0,0,0,5.1,5.1,0.4,5.5,16,16,51,0.41,0.07,0.48,0.41,0.48,0.35,0.03,0.38,0.35,0.38
New England,Gustavo Bou,ARG,"FW,MF",32,1990,19,14,1263,14.0,7,4,11,6,1,1,0,0,4.8,4.0,2.2,6.2,40,39,108,0.5,0.29,0.78,0.43,0.71,0.34,0.16,0.5,0.28,0.44
New England,Henry Kessler,USA,DF,24,1998,9,8,693,7.7,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,3,19,0,0.13,0.0,0.13,0.13,0.13,0.06,0.01,0.06,0.06,0.06
New England,Ian Harkes,USA,MF,27,1995,9,7,603,6.7,2,0,2,2,0,0,1,0,0.7,0.7,0.2,1.0,6,27,20,0.3,0.0,0.3,0.3,0.3,0.11,0.03,0.14,0.11,0.14
New England,Jack Panayotou,USA,"MF,DF",18,2004,11,2,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.5,5,10,22,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
New England,Jacob Jackson,USA,GK,22,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New England,Joshua Bolma,GHA,MF,20,2002,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12
New England,Jozy Altidore,USA,FW,33,1989,10,1,203,2.3,1,0,1,1,0,0,1,0,1.2,1.2,0.0,1.2,0,2,13,0.44,0.0,0.44,0.44,0.44,0.53,0.0,0.53,0.53,0.53
New England,Justin Rennicks,USA,"FW,MF",23,1999,15,2,391,4.3,0,0,0,0,0,0,0,0,0.5,0.5,0.4,1.0,12,4,35,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.22,0.12,0.22
New England,Latif Blessing,GHA,MF,26,1996,15,14,1033,11.5,0,1,1,0,0,0,4,1,0.4,0.4,0.6,1.0,9,39,17,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.09,0.03,0.09
New England,Mark-Anthony Kaye,CAN,MF,28,1994,10,10,780,8.7,0,3,3,0,0,0,1,0,0.1,0.1,0.4,0.5,5,48,12,0.0,0.35,0.35,0.0,0.35,0.01,0.04,0.06,0.01,0.06
New England,Matt Polster,USA,"MF,DF",29,1993,31,31,2734,30.4,2,1,3,2,0,0,9,0,1.4,1.4,1.3,2.7,35,160,51,0.07,0.03,0.1,0.07,0.1,0.05,0.04,0.09,0.05,0.09
New England,Nacho Gil,ESP,"FW,DF",27,1995,9,8,526,5.8,0,2,2,0,0,0,2,0,0.2,0.2,0.7,0.9,21,19,40,0.0,0.34,0.34,0.0,0.34,0.03,0.12,0.15,0.03,0.15
New England,Noel Buck,ENG,"MF,FW",17,2005,25,20,1754,19.5,3,1,4,3,0,0,4,0,0.7,0.7,1.1,1.9,48,76,55,0.15,0.05,0.21,0.15,0.21,0.04,0.06,0.1,0.04,0.1
New England,Omar Gonzalez,USA,DF,34,1988,15,9,864,9.6,1,0,1,1,0,0,3,0,0.2,0.2,0.0,0.3,0,17,0,0.1,0.0,0.1,0.1,0.1,0.03,0.0,0.03,0.03,0.03
New England,Ryan Spaulding,USA,DF,24,1998,9,6,623,6.9,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,18,21,27,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
New England,Thomas McNamara,USA,"MF,FW",31,1991,6,1,191,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,9,2,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08
New England,Tomás Chancalay,ARG,"FW,MF",24,1999,11,10,859,9.5,6,0,6,6,0,0,2,0,2.4,2.4,0.9,3.3,36,26,73,0.63,0.0,0.63,0.63,0.63,0.25,0.1,0.35,0.25,0.35
New England,Đorđe Petrović,SRB,GK,23,1999,22,22,1980,22.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Orlando City,Abdi Salim,SOM,DF,21,2001,3,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando City,Alejandro Granados,ESP,FW,16,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,2.12,2.12
Orlando City,Alexander Freeman,USA,DF,18,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando City,Antonio Carlos,BRA,DF,29,1993,18,16,1412,15.7,1,0,1,1,0,0,6,0,0.9,0.9,0.0,0.9,12,63,2,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05
Orlando City,César Araujo,URU,MF,21,2001,33,31,2730,30.3,1,3,4,1,0,0,8,0,1.4,1.4,1.9,3.3,21,155,38,0.03,0.1,0.13,0.03,0.13,0.05,0.06,0.11,0.05,0.11
Orlando City,Dagur Dan Þórhallsson,ISL,"DF,MF",22,2000,30,12,1206,13.4,2,3,5,2,0,0,2,0,1.8,1.8,1.9,3.8,33,36,42,0.15,0.22,0.37,0.15,0.37,0.14,0.14,0.28,0.14,0.28
Orlando City,Duncan McGuire,USA,FW,21,2001,29,17,1388,15.4,13,3,16,13,0,0,2,0,5.3,5.3,2.9,8.2,19,13,81,0.84,0.19,1.04,0.84,1.04,0.34,0.19,0.53,0.34,0.53
Orlando City,Ercan Kara,AUT,FW,27,1996,15,11,847,9.4,5,1,6,5,0,0,1,0,2.8,2.8,1.0,3.9,8,7,36,0.53,0.11,0.64,0.53,0.64,0.3,0.11,0.41,0.3,0.41
Orlando City,Facundo Torres,URU,"FW,MF",22,2000,30,28,2367,26.3,14,3,17,9,5,5,2,0,10.2,6.3,4.2,10.5,96,140,259,0.53,0.11,0.65,0.34,0.46,0.39,0.16,0.55,0.24,0.4
Orlando City,Favian Loyola,USA,MF,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4.17,4.17,0.0,4.17
Orlando City,Felipe,BRA,MF,32,1990,16,6,566,6.3,0,0,0,0,0,0,4,0,0.8,0.8,0.2,0.9,5,48,5,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,0.15
Orlando City,Gaston Gonzalez,ARG,"FW,DF",21,2001,18,7,720,8.0,0,2,2,0,0,0,0,0,0.4,0.4,0.6,1.0,27,10,65,0.0,0.25,0.25,0.0,0.25,0.05,0.08,0.12,0.05,0.12
Orlando City,Iván Angulo,COL,"FW,DF",23,1999,34,29,2482,27.6,5,6,11,5,0,0,5,0,4.9,4.9,3.2,8.1,75,98,253,0.18,0.22,0.4,0.18,0.4,0.18,0.12,0.3,0.18,0.3
Orlando City,Jack Lynn,USA,"MF,FW",23,2000,3,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
Orlando City,Juninho,BRA,MF,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,2.33,2.33,2.33
Orlando City,Júnior Urso,BRA,"MF,FW",33,1989,9,2,256,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,2,7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Orlando City,Kyle Smith,USA,DF,31,1992,25,17,1495,16.6,1,2,3,1,0,0,5,0,0.4,0.4,1.3,1.7,20,68,49,0.06,0.12,0.18,0.06,0.18,0.03,0.08,0.11,0.03,0.11
Orlando City,Luca Petrasso,CAN,"DF,FW",22,2000,12,4,435,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,8,19,37,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1
Orlando City,Martín Ojeda,ARG,"FW,MF",24,1998,34,16,1757,19.5,6,7,13,6,0,0,0,0,4.7,4.7,4.7,9.3,34,89,134,0.31,0.36,0.67,0.31,0.67,0.24,0.24,0.48,0.24,0.48
Orlando City,Mason Stajduhar,USA,GK,25,1997,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.25,0.25,0.0,0.25,0.0,0.01,0.01,0.0,0.01
Orlando City,Mauricio Pereyra,URU,MF,32,1990,31,27,2112,23.5,0,4,4,0,0,0,3,0,2.4,2.4,3.7,6.0,46,219,106,0.0,0.17,0.17,0.0,0.17,0.1,0.16,0.26,0.1,0.26
Orlando City,Michael Halliday,USA,DF,20,2003,18,9,853,9.5,0,2,2,0,0,0,2,0,0.4,0.4,1.1,1.5,19,15,56,0.0,0.21,0.21,0.0,0.21,0.04,0.11,0.15,0.04,0.15
